DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NM_SOCIAL_CANDIDATO;CD_SITUACAO_CANDIDATURA;DS_SITUACAO_CANDIDATURA;CD_DETALHE_SITUACAO_CAND;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;CD_SIT_TOT_TURNO;DS_SIT_TOT_TURNO;ST_VOTO_EM_TRANSITO;QT_VOTOS_NOMINAIS
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;1598
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03042;AMAJARI;7;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;81
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;2036
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;36395
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03026;IRACEMA;6;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;1889
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;4344
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03026;IRACEMA;6;5;Senador;230000614196;212;TELMA MARQUES DA SILVA;TELMA TAUREPANG;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;21;PCB;Partido Comunista Brasileiro;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;37
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;5;Senador;230000614196;212;TELMA MARQUES DA SILVA;TELMA TAUREPANG;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;21;PCB;Partido Comunista Brasileiro;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;113
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;5;Senador;230000614196;212;TELMA MARQUES DA SILVA;TELMA TAUREPANG;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;21;PCB;Partido Comunista Brasileiro;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;126
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1581
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1265
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;307
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;10189
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03115;NORMANDIA;5;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;485
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;511
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;80
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;4609
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;210
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03123;PACARAIMA;7;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;772
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;5;Senador;230000615947;144;JULIO AUGUSTO MAGALHĂES MARTINS;JÚLIO MARTINS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;1187
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;1962
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;18
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;3062
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;787
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03026;IRACEMA;6;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;35
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03123;PACARAIMA;7;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;84
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;5;Senador;230000615949;434;RUDSON LEITE DA SILVA;RUDSON LEITE;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;43;PV;Partido Verde;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;148
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;6;2ş TURNO;N;1666
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03026;IRACEMA;6;5;Senador;230000609417;177;ISAMAR PESSOA RAMALHO;PR.ISAMAR RAMALHO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;4;NĂO ELEITO;N;634
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000609417;177;ISAMAR PESSOA RAMALHO;PR.ISAMAR RAMALHO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;4;NĂO ELEITO;N;16444
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;5;Senador;230000609417;177;ISAMAR PESSOA RAMALHO;PR.ISAMAR RAMALHO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;4;NĂO ELEITO;N;3287
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;5;Senador;230000601676;156;ROMERO JUCÁ FILHO;ROMERO JUCÁ;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;15;MDB;Movimento Democrático Brasileiro;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;1498
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;174
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;3;Governador;230000615946;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;14;PTB;Partido Trabalhista Brasileiro;230000050426;DĘ UMA CHANCE PARA RORAIMA;PTB / PV / REDE / PT;4;NĂO ELEITO;N;151
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000601676;156;ROMERO JUCÁ FILHO;ROMERO JUCÁ;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;15;MDB;Movimento Democrático Brasileiro;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;21645
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;2113
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;2063
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;6;2ş TURNO;N;3912
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;6;2ş TURNO;N;29172
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;45937
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;1511
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03069;CANTÁ;5;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;4861
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;1853
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;3;Governador;230000614177;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;50;PSOL;Partido Socialismo e Liberdade;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;48
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;750
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;5;Senador;230000614386;222;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;22;PR;Partido da República;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1639
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;5476
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;2632
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03042;AMAJARI;7;5;Senador;230000601673;255;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;25;DEM;Democratas;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;ELEITO;N;1423
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;1893
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;2204
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000614196;212;TELMA MARQUES DA SILVA;TELMA TAUREPANG;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;21;PCB;Partido Comunista Brasileiro;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;2945
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;28774
