DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NM_SOCIAL_CANDIDATO;CD_SITUACAO_CANDIDATURA;DS_SITUACAO_CANDIDATURA;CD_DETALHE_SITUACAO_CAND;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;CD_SIT_TOT_TURNO;DS_SIT_TOT_TURNO;ST_VOTO_EM_TRANSITO;QT_VOTOS_NOMINAIS
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;2017
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03069;CANTÁ;5;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;3608
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;3514
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03123;PACARAIMA;7;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;3355
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;20
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03158;SĂO LUIZ;4;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;11
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;46
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03123;PACARAIMA;7;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;22
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;5;Senador;230000614386;222;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;22;PR;Partido da República;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;377
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;4205
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03069;CANTÁ;5;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;2575
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;5612
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03069;CANTÁ;5;3;Governador;230000614177;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;50;PSOL;Partido Socialismo e Liberdade;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;284
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;2869
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;16
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;4
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03123;PACARAIMA;7;5;Senador;230000614386;222;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;22;PR;Partido da República;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1602
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;5;Senador;230000614386;222;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;22;PR;Partido da República;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2690
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;5;Senador;230000614386;222;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;22;PR;Partido da República;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2812
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03115;NORMANDIA;5;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;1302
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;5;Senador;230000609420;107;ANTÔNIO MECIAS PEREIRA DE JESUS;MECIAS DE JESUS;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;10;PRB;Partido Republicano Brasileiro;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;1347
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03115;NORMANDIA;5;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;5
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;867
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;5;Senador;230000614179;161;LOURIVAL GOMES DA SILVA FERREIRA;LOURIVAL;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;16;PSTU;Partido Socialista dos Trabalhadores Unificado;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;728
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1344
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;5;Senador;230000609417;177;ISAMAR PESSOA RAMALHO;PR.ISAMAR RAMALHO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;4;NĂO ELEITO;N;1351
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;5;Senador;230000609417;177;ISAMAR PESSOA RAMALHO;PR.ISAMAR RAMALHO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;4;NĂO ELEITO;N;1402
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03000;CAROEBE;4;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;6;2ş TURNO;N;2369
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2684
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03042;AMAJARI;7;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;893
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03085;RORAINÓPOLIS;8;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2130
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;3;Governador;230000614177;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;50;PSOL;Partido Socialismo e Liberdade;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;3432
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03093;MUCAJAÍ;6;3;Governador;230000614177;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;50;PSOL;Partido Socialismo e Liberdade;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;141
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;3;Governador;230000614177;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;50;PSOL;Partido Socialismo e Liberdade;230000050376;FRENTE DE ESQUERDA SOCIALISTA;PCB / PSOL / PSTU;4;NĂO ELEITO;N;175
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03034;CARACARAÍ;2;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2199
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;56808
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03107;UIRAMUTĂ;7;3;Governador;230000609415;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;17;PSL;Partido Social Liberal;230000050244;AGORA É RORAIMA COM TUDO;PSL / PRB / PTC / PRP / PROS / PSC / PPL;1;ELEITO;N;1005
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03026;IRACEMA;6;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;1808
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;5;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;34155
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;2;298;ELEIÇŐES GERAIS ESTADUAIS 2018;28/10/2018;E;RR;RR;RORAIMA;03018;BOA VISTA;1;3;Governador;230000601679;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;45;PSDB;Partido da Social Democracia Brasileira;230000050050;TODOS POR RORAIMA ;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;4;NĂO ELEITO;N;41028
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03050;ALTO ALEGRE;3;5;Senador;230000614388;123;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;#NULO#;12;APTO;2;DEFERIDO;Coligaçăo;12;PDT;Partido Democrático Trabalhista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;2657
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03131;SĂO JOĂO DA BALIZA;4;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;413
15/05/2022;04:45:39;2018;2;Eleiçăo Ordinária;1;297;ELEIÇŐES GERAIS ESTADUAIS 2018;07/10/2018;E;RR;RR;RORAIMA;03077;BONFIM;5;3;Governador;230000614383;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;#NULO#;12;APTO;16;DEFERIDO COM RECURSO;Coligaçăo;11;PP;Partido Progressista;230000050380;NA LUTA POR RORAIMA;PP / PDT / PODE / PRTB / PR / PHS / PC do B;4;NĂO ELEITO;N;1252
